Date,@BTC_CHANGE_BOT,@CryptoBot,МультиВал,AlfaBit,GlobalBits,CryptoMax,Bitcoin24Pro,Finex24,PremierCash,AllTrustMe,КупиБит,CryptoHome,Coco-Pay,Шахта,El-Change,F-Change,ExCenter,Transfer24,EuroBit,ExHub,HASchange,Bitality,SwapCoin,FastExchange,YoChange,КэшБанк,ОбменМонет,Kursov24,CoinShop24,Cryptonex,FlashObmen,Crypster,Tuco,MagneticExchange,FastChange,AllCash,PayGet,Papa-Change,MChange,1Обмен,4ange,TytCoin,BazaObmena,NetEx24,RamonCash,ExLine,BitBits,4Money,Об-мен,NewLine,1-Online,Platov,Delets,BitOkk,BaksMan,Касса,8Pay,LasloBit,SberBit,RoyalCash,CoinStart,CryptoStrike,Монеткин,24Обмен,AbcObmen,BlaBlaChange,ExchangeKey,Xchange,PayMarket,Global-Ex,Ex-Money,OneMoment,Сова,Крипта,24PayBank,MultiChange,AlfaChange,ProstoCash,Bchange,N-Change,Сумма,HoBit,GrandChange,100Bitcoins,Wiki-Exchange,Crypto-Store,NiceChange,YChanger,Банкомат,60сек,TipTopObmen,Pocket-Exchange,ImExchanger,TytCash,ExchangeTeam,BestKurs24,PushPayer,Момент,Ферма,OpenChange,BlaBlaMoney,E-Obmen,Конверт,CoinPayMaster,PayFull,CosmoChanger,PayWallet,Bixter,ExpoChange,Bitcoff,GramBit,365Cash,Big-Changer,4Pay,TraiderIdeal,VV-Obmen,CityBit,Z-Exchange,CryptoShopping,BitHunter,CoinChanger,Excoin,MyBTC,GoldObmen,ChangeProject,Adb,BitPayes,Crypto-Bank,CryptoXchange,BigBank,Top-Exchange,UniCash,CryptoBarMen,Coin-Bank,Crypik,Ex-Bank,RuChange,КриптоРай,7Money,CoinsBlack,FlyObmen,AnonEx,Sunduk,Обменочка,Perfect-Change,ObmenGuru,ATMExchanger,BuyBit,Bitcoin24SU,BitCash,IziBTC,Обменник-UZ,CoinDrop,BroExchange,24Zone,BTC-Обменник
29-03-2022 04:26,4623889,4600000,4788701.0,4724064.0,,,,,,,,,4751762.0,4751774.0,4839834.0,4724064.0,4788702.0,4736589.0,4868479.0,4868479.0,4839834.0,4869754.0,4886381.0,4888532.0,4888656.0,4889974.0,4891491.0,4891003.0,4907607.0,4911424.0,4911337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2022 04:29,4623770,4600000,4787200.0,4724021.0,,,,,,,,,4752511.0,4752523.0,4838734.0,4724021.0,4783530.0,4731338.0,4865598.0,4861774.0,4839579.0,4863080.0,4883489.0,4884248.0,4888656.0,4888656.0,4888656.0,4884656.0,4907607.0,4911424.0,4911424.0,4923436.0,4930478.0,4948673.0,4947768.0,4949323.0,4949323.0,4952177.0,4954751.0,4952177.0,4967697.0,4953961.0,4971027.0,4936845.0,4959536.0,4960427.0,4969740.0,4971929.0,4969655.0,4975418.0,4976000.0,4978458.0,4979749.0,4992114.0,5007292.0,5018704.0,5020305.0,5021626.0,5024781.0,5033785.0,5040178.0,5045992.0,5047376.0,5050351.0,5057593.0,5071958.0,5072997.0,5076854.0,5080174.0,5082526.0,5085853.0,5087160.0,5087937.0,5091840.0,5096918.0,5098880.0,5098880.0,5116240.0,5122596.0,5122613.0,5122761.0,5122762.0,5172533.0,5181025.0,5188870.0,5215114.0,5221429.0,5227972.0,5231998.0,5231998.0,5231998.0,5274605.0,5285471.0,5287122.0,5318064.0,5323507.0,5323522.0,5324649.0,5345227.0,5349719.0,5371494.0,5412232.0,5415306.0,5602256.0,5635071.0,5796062.0,6626315.0,6747024.0,7071773.0,7695600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2022 15:04,4394000,4439556,4468686.0,4446113.0,4438793.0,4438660.0,4484133.0,,,,,,4430628.0,4430615.0,4430640.0,4430640.0,,4500992.0,4654083.0,4655733.0,4702931.0,4824681.0,4689890.0,,4573578.0,4446796.0,4446796.0,4458565.0,4520822.0,4561534.0,,4762854.0,4699391.0,4846007.0,4762854.0,4762571.0,4765660.0,4649450.0,4597892.0,4457370.0,4535064.0,4656057.0,4570993.0,4430664.0,,4521122.0,4487287.0,4476333.0,4492708.0,4484592.0,4476854.0,4870502.0,4820629.0,4507962.0,4434800.0,,5075297.0,4622112.0,4841355.0,4520523.0,4627634.0,4481849.0,4470324.0,4690208.0,4740308.0,4502461.0,4441244.0,4499136.0,4815454.0,4808721.0,4507099.0,4726800.0,4726800.0,4761140.0,4785100.0,4500027.0,4779004.0,4531313.0,4748000.0,4763262.0,4748000.0,4484222.0,4583931.0,4870707.0,5052823.0,4821266.0,4627250.0,4637871.0,4492256.0,4432800.0,4633837.0,4677965.0,5341323.0,5028645.0,5376744.0,5388731.0,4992904.0,4655733.0,5024821.0,5408749.0,5056724.0,5097706.0,5030541.0,5205490.0,5360484.0,5385937.0,6281027.0,6045395.0,7137446.0,4430700.0,4430640.0,4430640.0,4430664.0,4430664.0,4430664.0,4430699.0,4437469.0,4438970.0,4447245.0,4452793.0,4457370.0,4468686.0,4472851.0,4513472.0,4522792.0,4532865.0,4532865.0,4535405.0,4542198.0,4542748.0,4561534.0,4582490.0,4625366.0,4639969.0,4640018.0,4643883.0,4652612.0,4655733.0,4688757.0,4735349.0,4794517.0,4866577.0,4890917.0,5000167.0,5180164.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 15:06,4389990,4436164,4460502.0,4441260.0,4492483.0,4492394.0,4535064.0,,,,,,4428812.0,4423110.0,4423134.0,4423134.0,,4498551.0,4652617.0,4655733.0,4703181.0,4822674.0,4688547.0,,4573578.0,4438970.0,4438970.0,4442095.0,4520822.0,4559919.0,,4761489.0,4698045.0,4846007.0,4761489.0,4761207.0,4764295.0,4631398.0,4587857.0,4458837.0,4527863.0,4643226.0,4561003.0,4430142.0,,4521061.0,4489962.0,4492526.0,4496036.0,4494600.0,4495038.0,4872256.0,4822366.0,4485260.0,4424020.0,,5075037.0,4619219.0,4839952.0,4510667.0,4623464.0,4470954.0,4463233.0,4691301.0,4735074.0,4498152.0,4436334.0,4492173.0,4815454.0,4805866.0,4497266.0,4723189.0,4723189.0,4757769.0,4773460.0,4492894.0,4773728.0,4527016.0,4748091.0,4748091.0,4751249.0,4484308.0,4573926.0,4882574.0,5048050.0,4818403.0,4617140.0,4628391.0,4485309.0,4423134.0,4629449.0,4670271.0,5341154.0,5039993.0,5372758.0,5384422.0,4992289.0,4655733.0,5024821.0,5404739.0,5048652.0,5108122.0,5028464.0,5203358.0,5360484.0,5383978.0,6263958.0,6043664.0,7134222.0,4429900.0,4423134.0,4430118.0,4430142.0,4430142.0,4430142.0,4430639.0,4438660.0,4438720.0,4446113.0,4450968.0,4457370.0,4463076.0,4491020.0,4505318.0,4517813.0,4532865.0,4528701.0,4529537.0,4537241.0,4542456.0,4552237.0,4577963.0,4631389.0,4639671.0,4640018.0,4643883.0,4639969.0,4655733.0,4689887.0,4733332.0,4781488.0,4875367.0,4751791.0,5000167.0,5182437.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 15:32,4360000,4500000,4452498.0,4399656.0,4431812.0,4431856.0,4462345.0,,,,,,4399676.0,4399688.0,,4431723.0,,4456345.0,4664072.0,4660529.0,4667062.0,4801836.0,4577436.0,4557429.0,4557608.0,4432034.0,4432034.0,4419197.0,4535260.0,4539391.0,,4773076.0,4709477.0,4846007.0,4773076.0,4772793.0,4775888.0,4631653.0,4619336.0,4432167.0,4558952.0,4647143.0,4592313.0,4410895.0,,4497229.0,4507078.0,4620368.0,4509240.0,4624759.0,4624223.0,4882168.0,4832188.0,4483731.0,4456223.0,4628352.0,5085211.0,4610114.0,4817672.0,4541632.0,4656857.0,4503839.0,4493872.0,4497578.0,4769750.0,4530733.0,4468828.0,4520135.0,4792398.0,4786418.0,4528130.0,4711191.0,4714803.0,4745418.0,4805856.0,4539727.0,4808687.0,4555193.0,4740572.0,4740572.0,4740308.0,4740572.0,4605310.0,4874791.0,5083284.0,4798904.0,4648845.0,4656477.0,4513209.0,4453495.0,4658255.0,4710543.0,5343686.0,4999295.0,5375305.0,5391173.0,4958461.0,4646909.0,5000763.0,5407301.0,5083717.0,5077001.0,4993520.0,5179842.0,5336658.0,5356105.0,6250954.0,6058371.0,7147874.0,4399700.0,4399800.0,4450312.0,4400100.0,4400231.0,4400283.0,4400699.0,4432034.0,4432034.0,4432167.0,4399260.0,4431723.0,4431723.0,4631811.0,4498492.0,4502207.0,,4537030.0,4627194.0,4491240.0,4533317.0,4557429.0,4506521.0,4601690.0,4630336.0,4611652.0,4614420.0,4630336.0,4663185.0,4696377.0,4704216.0,4771561.0,4860959.0,4728674.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 15:50,4344000,4500000,4454957.0,4399656.0,4454912.0,4454957.0,4494851.0,,,,,,4459912.0,4459899.0,,4431723.0,,4489587.0,4664072.0,4660529.0,4691192.0,4933801.0,4577436.0,4557429.0,4688456.0,4468497.0,4469996.0,4540318.0,4665466.0,4539391.0,,4773076.0,4709477.0,4846007.0,4773076.0,4772793.0,4775888.0,4638033.0,4639030.0,4471670.0,4578381.0,4682109.0,4611878.0,4469996.0,,4546011.0,4530926.0,4633875.0,4536905.0,4632314.0,4636557.0,4882168.0,4832188.0,4528809.0,4473373.0,4785647.0,5085211.0,4703379.0,4817672.0,4560980.0,4883352.0,4520847.0,4513026.0,4694930.0,4788163.0,4551430.0,4488864.0,4539392.0,4792398.0,4786418.0,4547416.0,4806502.0,4797000.0,4920001.0,4826724.0,4559077.0,4830243.0,4574608.0,4823528.0,4823528.0,4823134.0,4823528.0,4624943.0,4874791.0,5102907.0,4798904.0,4668656.0,4674520.0,4532449.0,4471892.0,4678106.0,4804906.0,5344837.0,5084278.0,5376464.0,5391173.0,4983787.0,4728512.0,5000763.0,5408466.0,5100266.0,5092514.0,5120276.0,5317749.0,5423668.0,5503233.0,6250954.0,6058371.0,7147874.0,4697900.0,4422461.0,4468497.0,4422904.0,4422992.0,4423346.0,4423785.0,4469996.0,4469996.0,4432167.0,4422019.0,4431723.0,4455090.0,4632267.0,4536061.0,4520377.0,,4537030.0,4642639.0,4535188.0,4533317.0,4557429.0,4516729.0,4601690.0,4630336.0,4716417.0,4715609.0,4630336.0,4728512.0,4696377.0,4838811.0,4771561.0,4979103.0,4741451.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 16:01,4344000,4500000,4454957.0,4399656.0,4491743.0,4491743.0,4533060.0,,,,,,4459912.0,4459899.0,,4431723.0,,4506250.0,4664072.0,4660529.0,4720336.0,4933801.0,4577436.0,4557429.0,4688456.0,4470099.0,4470099.0,4540318.0,4665466.0,4539391.0,,4773076.0,4709477.0,4846007.0,4773076.0,4772793.0,4775888.0,4638033.0,4639030.0,4471670.0,4578381.0,4682109.0,4611878.0,4469996.0,,4546011.0,4530926.0,4654933.0,4536905.0,4658174.0,4657633.0,4882168.0,4832188.0,4546144.0,4473373.0,4785647.0,5085211.0,4703379.0,4821884.0,4560980.0,4883352.0,4520847.0,4513026.0,4694930.0,4788163.0,4551430.0,4488864.0,4539392.0,4792398.0,4786418.0,4547416.0,4806502.0,4797000.0,4920001.0,4826724.0,4559077.0,4830243.0,4574608.0,4823528.0,4823528.0,4823134.0,4823528.0,4624943.0,4876740.0,5102907.0,4798904.0,4668656.0,4674520.0,4532449.0,4495588.0,4678106.0,4804906.0,5344837.0,5084278.0,5376464.0,5391173.0,4988743.0,4728512.0,5000763.0,5408466.0,5100266.0,5105514.0,5120276.0,5317749.0,5423668.0,5503233.0,6250954.0,6058371.0,7147874.0,4697900.0,4440953.0,4468497.0,4433301.0,4434683.0,4437588.0,4438058.0,4469996.0,4579845.0,4432858.0,4426505.0,4431723.0,4468497.0,4653314.0,4536061.0,4550797.0,,4537030.0,4642639.0,4547787.0,4533317.0,4557429.0,4516729.0,4601690.0,4630336.0,4716417.0,4715609.0,4630336.0,4728512.0,4696377.0,4838811.0,4771561.0,4979103.0,4777406.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 16:19,4357000,4500000,4454957.0,4399656.0,4491743.0,4491743.0,4533060.0,,,,,,4478074.0,4478062.0,,4431723.0,,4506250.0,4858092.0,4660529.0,4720336.0,4933801.0,5266335.0,4557429.0,4688456.0,4495944.0,4504754.0,4540318.0,4665466.0,4539391.0,,5083264.0,5187622.0,4846007.0,5083264.0,5083276.0,5083264.0,4638033.0,4639030.0,4513711.0,4578381.0,4682109.0,4611878.0,4504754.0,,4559483.0,4547157.0,4654933.0,4543631.0,4658174.0,4657633.0,4882168.0,4832188.0,4546144.0,4506101.0,4785647.0,5085211.0,4703379.0,4821884.0,4560980.0,4883352.0,4520847.0,4513026.0,4781060.0,4788163.0,4551430.0,4530530.0,4539392.0,4795500.0,4786418.0,4547416.0,4806502.0,4798060.0,4921087.0,4826724.0,4559077.0,4830243.0,4574608.0,4837745.0,4837486.0,4837486.0,4837746.0,4624943.0,4876740.0,5102907.0,4798904.0,4668656.0,4674520.0,4566662.0,4566662.0,4678106.0,4825995.0,5344837.0,5100877.0,5376464.0,5391173.0,4993904.0,4754044.0,5000763.0,5408466.0,5100266.0,5105514.0,5120276.0,5317749.0,5437073.0,5503233.0,6250954.0,6058371.0,7147874.0,4697900.0,4446457.0,4468497.0,4433301.0,4489494.0,4446457.0,4446542.0,4503951.0,4579845.0,4432858.0,4431085.0,4446457.0,4468497.0,4653314.0,4560132.0,4550797.0,,4537030.0,4642639.0,4547787.0,4533317.0,4557429.0,4516729.0,4601690.0,4630336.0,4716417.0,4715609.0,4630336.0,4775697.0,4696377.0,4838811.0,4771561.0,4979103.0,4777406.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,,,,,,,
29-03-2022 16:39,4375605,4769132,4515366.0,4399656.0,4532286.0,4532241.0,4578577.0,,,,,,4561220.0,4561208.0,,4431723.0,,4569748.0,4858092.0,4660529.0,4776825.0,5003608.0,5266335.0,4557429.0,4689614.0,4543340.0,4552641.0,4608694.0,4666619.0,4577658.0,,5083264.0,5455802.0,4846007.0,5083264.0,5083276.0,5083264.0,4834520.0,4701612.0,4555790.0,4640153.0,4710816.0,4674110.0,4532467.0,,4624967.0,4594105.0,4724462.0,4594105.0,4710929.0,4710384.0,4882168.0,4832188.0,4613204.0,4572310.0,4825356.0,5085211.0,4703379.0,4879880.0,4622522.0,4910775.0,4582224.0,4573925.0,4781060.0,4852787.0,4632954.0,4597143.0,4600653.0,4795500.0,4825370.0,4608791.0,4901084.0,4893894.0,5021066.0,4892261.0,4620598.0,4892401.0,4636320.0,4925007.0,4925173.0,4925007.0,4925007.0,4687336.0,4933569.0,5173244.0,4837958.0,4731640.0,4740952.0,4634685.0,4634685.0,4741218.0,4969236.0,5344837.0,5102538.0,5376464.0,5391173.0,5088382.0,4827838.0,5040000.0,5408466.0,5173639.0,5174198.0,5209633.0,5398083.0,5439253.0,5585694.0,6300000.0,6058371.0,7147874.0,4697900.0,4515366.0,4515366.0,4515366.0,4489494.0,4520815.0,4520824.0,4543340.0,4579845.0,4515366.0,4537943.0,4515366.0,4520825.0,4722819.0,4609875.0,4606135.0,,4537030.0,4642639.0,4604413.0,4568886.0,4607093.0,4588749.0,4640955.0,4666667.0,4812932.0,4811579.0,4666667.0,4785031.0,4696377.0,4910356.0,4809000.0,5046543.0,4777406.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,5494505.0,,,,,,
29-03-2022 16:50,4403699,4752000,4515366.0,4399656.0,4532286.0,4532241.0,4578577.0,,,,,,4576141.0,4576153.0,,4431723.0,,4569748.0,4858092.0,4660529.0,4776825.0,5014443.0,5266335.0,4616065.0,4700793.0,4543340.0,4552641.0,4608694.0,4677743.0,4577737.0,,5083264.0,5455802.0,4846007.0,5083264.0,5083276.0,5083264.0,4837957.0,4735097.0,4555790.0,4673196.0,4723541.0,4707392.0,4532467.0,,4624967.0,4601547.0,4724462.0,4601199.0,4713348.0,4712801.0,4882168.0,4832188.0,4613204.0,4605730.0,4828615.0,5085211.0,4793503.0,4879880.0,4655433.0,4910775.0,4597018.0,4624433.0,4781060.0,4901385.0,4679852.0,4643167.0,4651457.0,4795500.0,4829998.0,4641614.0,4901084.0,4898602.0,5035682.0,4927604.0,4653491.0,4941396.0,4669344.0,4939064.0,4939064.0,4939064.0,4939064.0,4720719.0,4953266.0,5223040.0,4842598.0,4765347.0,4775692.0,4685860.0,4667686.0,4741218.0,4969236.0,5344837.0,5102538.0,5376464.0,5391173.0,5088382.0,4827838.0,5040000.0,5408466.0,5224895.0,5174198.0,5216638.0,5410586.0,5439253.0,5598148.0,6300000.0,6058371.0,7147874.0,4697900.0,4515366.0,4515366.0,4515366.0,4489494.0,4520815.0,4520824.0,4543340.0,4579845.0,4515366.0,4537943.0,4515366.0,4520825.0,4722819.0,4610380.0,4606135.0,,4537030.0,4642639.0,4604413.0,4568886.0,4616065.0,4623227.0,4645380.0,4666667.0,4814127.0,4814999.0,4666667.0,4802598.0,4696377.0,4930364.0,4809000.0,5071525.0,4777406.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,5494505.0,,,,,,
29-03-2022 17:06,4409500,4752000,4529966.0,4399656.0,4532286.0,4532241.0,4578577.0,,,,,,4576141.0,4576153.0,,4431723.0,,4569748.0,4858092.0,4660529.0,4776825.0,5014443.0,5266335.0,4616065.0,4729181.0,4555986.0,4558113.0,4608694.0,4705992.0,4583152.0,,5083264.0,5455802.0,4846007.0,5083264.0,5083276.0,5083264.0,4837957.0,4735097.0,4556008.0,4673196.0,4725240.0,4707392.0,4552116.0,,4624967.0,4615579.0,4776767.0,4615178.0,4780092.0,4779537.0,4882168.0,4832188.0,4648489.0,4605730.0,4828615.0,5085211.0,4793503.0,4879880.0,4655433.0,4910775.0,4602687.0,4624433.0,4781060.0,4901385.0,4679852.0,4643167.0,4651457.0,4832311.0,4835463.0,4641614.0,4901084.0,4898602.0,5035682.0,4927604.0,4653491.0,4941396.0,4669344.0,4939064.0,4939064.0,4939064.0,4939064.0,4720719.0,5035881.0,5223040.0,4848078.0,4765347.0,4775692.0,4685860.0,4667686.0,4741218.0,4969236.0,5344837.0,5148730.0,5376464.0,5391173.0,5105192.0,4838484.0,5040000.0,5408466.0,5224895.0,5239260.0,5216638.0,5410586.0,5488494.0,5598148.0,6303015.0,6058371.0,7147874.0,4697900.0,4529966.0,4529966.0,4530283.0,4489494.0,4530283.0,4530499.0,4552129.0,4579845.0,4530283.0,4552616.0,4551983.0,4529966.0,4775106.0,4623040.0,4615263.0,,4537030.0,4642639.0,4604413.0,4568886.0,4616065.0,4623227.0,4648083.0,4666667.0,4814127.0,4814999.0,4668900.0,4802598.0,4696377.0,4930364.0,4823354.0,5071525.0,4777406.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,5494505.0,5229671.0,,,,,
29-03-2022 17:16,4410000,4752000,4541406.0,4399656.0,4532286.0,4532241.0,4578577.0,,,,,,4576141.0,4576153.0,,4431723.0,,4569748.0,4858092.0,4660529.0,4776825.0,5014443.0,5266335.0,4658127.0,4758569.0,4555986.0,4558113.0,4608694.0,4735236.0,4583155.0,,5083264.0,5455802.0,4846007.0,5083264.0,5083276.0,5083264.0,4877270.0,4735097.0,4556008.0,4673196.0,4733783.0,4707392.0,4552116.0,,4624967.0,4616866.0,4776767.0,4616584.0,4780092.0,4779537.0,4882168.0,4832188.0,4660067.0,4605730.0,4828615.0,5085211.0,4793503.0,4879880.0,4655433.0,4962472.0,4603772.0,4624433.0,4863018.0,4901385.0,4679852.0,4643167.0,4651457.0,4832311.0,4835463.0,4641614.0,4901084.0,4898602.0,5035682.0,4927604.0,4653491.0,4941396.0,4669344.0,4939064.0,4939064.0,4939064.0,4939064.0,4720719.0,5035881.0,5223040.0,4848078.0,4765347.0,4775692.0,4685860.0,4667686.0,4741218.0,5021549.0,5344837.0,5151459.0,5376464.0,5391173.0,5105437.0,4838484.0,5040000.0,5408466.0,5224895.0,5239260.0,5216638.0,5410586.0,5491402.0,5598148.0,6311204.0,6058371.0,7147874.0,4697900.0,4529966.0,4529966.0,4530283.0,4489494.0,4530283.0,4530499.0,4552129.0,4579845.0,4530283.0,4552616.0,4551983.0,4529966.0,4775106.0,4623040.0,4615263.0,4581812.0,4537030.0,4660746.0,4604413.0,4568886.0,4658127.0,4623227.0,4653645.0,4674966.0,4814127.0,4814999.0,4674966.0,4810444.0,4706186.0,4930364.0,4823354.0,5071525.0,4778282.0,5000167.0,5194797.0,5425000.0,5500000.0,5600000.0,7370000.0,5494505.0,5262170.0,5457307.0,,,,
